id,market_slug,anchor_ts_ms,book_label,status
71802,btc-updown-5m-1789782300,1789782456439,complete,impossible
71862,btc-updown-5m-1789782300,1789782472325,complete,impossible
71922,btc-updown-5m-1789782300,1789782488070,complete,impossible
71982,btc-updown-5m-1789782300,1789782503446,reduced,impossible
72042,btc-updown-5m-1789782300,1789782519251,reduced,impossible
72102,btc-updown-5m-1789782300,1789782534959,reduced,impossible
72158,btc-updown-5m-1789782300,1789782550508,complete,impossible
72218,btc-updown-5m-1789782300,1789782565931,complete,impossible
72278,btc-updown-5m-1789782300,1789782581564,complete,impossible
72336,btc-updown-5m-1789782300,1789782596692,impossible,impossible
77116,btc-updown-5m-1789783800,1789783937540,reduced,reduced
77168,btc-updown-5m-1789783800,1789783952637,complete,complete
77228,btc-updown-5m-1789783800,1789783968337,complete,complete
77290,btc-updown-5m-1789783800,1789783983786,complete,complete
77344,btc-updown-5m-1789783800,1789783999489,complete,reduced
77404,btc-updown-5m-1789783800,1789784015164,complete,impossible
77466,btc-updown-5m-1789783800,1789784030967,complete,impossible
77520,btc-updown-5m-1789783800,1789784046321,complete,impossible
77580,btc-updown-5m-1789783800,1789784061971,complete,impossible
77622,btc-updown-5m-1789783800,1789784077817,complete,impossible
77670,btc-updown-5m-1789783800,1789784093538,impossible,impossible
97292,btc-updown-5m-1789789200,1789789478077,complete,complete
97352,btc-updown-5m-1789789200,1789789493618,impossible,impossible
98280,btc-updown-5m-1789789500,1789789737087,complete,complete
98342,btc-updown-5m-1789789500,1789789752758,complete,reduced
98402,btc-updown-5m-1789789500,1789789768542,complete,impossible
98462,btc-updown-5m-1789789500,1789789784430,complete,impossible
101772,btc-updown-5m-1789790400,1789790654068,complete,complete
101832,btc-updown-5m-1789790400,1789790669601,complete,reduced
101896,btc-updown-5m-1789790400,1789790685205,impossible,impossible
102544,btc-updown-5m-1789790700,1789790855772,reduced,reduced
102604,btc-updown-5m-1789790700,1789790871442,reduced,reduced
102664,btc-updown-5m-1789790700,1789790886919,complete,complete
102724,btc-updown-5m-1789790700,1789790902272,complete,reduced
102780,btc-updown-5m-1789790700,1789790917471,complete,impossible
102840,btc-updown-5m-1789790700,1789790933171,reduced,impossible
102894,btc-updown-5m-1789790700,1789790948918,complete,impossible
102950,btc-updown-5m-1789790700,1789790964085,complete,impossible
103022,btc-updown-5m-1789790700,1789790979762,impossible,impossible
110300,btc-updown-5m-1789792800,1789792960938,complete,complete
110356,btc-updown-5m-1789792800,1789792975989,complete,reduced
110416,btc-updown-5m-1789792800,1789792991942,complete,impossible
110476,btc-updown-5m-1789792800,1789793007519,complete,impossible
110534,btc-updown-5m-1789792800,1789793023529,complete,impossible
110592,btc-updown-5m-1789792800,1789793039502,reduced,impossible
110654,btc-updown-5m-1789792800,1789793055518,reduced,impossible
110710,btc-updown-5m-1789792800,1789793070711,complete,impossible
110768,btc-updown-5m-1789792800,1789793086547,impossible,impossible
112780,btc-updown-5m-1789793400,1789793621770,complete,complete
112840,btc-updown-5m-1789793400,1789793637465,complete,reduced
112898,btc-updown-5m-1789793400,1789793653292,complete,impossible
112958,btc-updown-5m-1789793400,1789793669045,complete,impossible
113018,btc-updown-5m-1789793400,1789793684490,complete,impossible
118170,btc-updown-5m-1789794900,1789795148931,reduced,reduced
118230,btc-updown-5m-1789794900,1789795164381,reduced,reduced
118290,btc-updown-5m-1789794900,1789795180243,reduced,reduced
118348,btc-updown-5m-1789794900,1789795196135,impossible,impossible
120164,btc-updown-5m-1789795500,1789795680632,reduced,reduced
120224,btc-updown-5m-1789795500,1789795696407,reduced,reduced
120284,btc-updown-5m-1789795500,1789795712312,complete,complete
120344,btc-updown-5m-1789795500,1789795727818,complete,reduced
120402,btc-updown-5m-1789795500,1789795743660,complete,impossible
125862,btc-updown-5m-1789797000,1789797233002,reduced,reduced
125922,btc-updown-5m-1789797000,1789797248563,complete,impossible
125982,btc-updown-5m-1789797000,1789797264072,complete,impossible
126042,btc-updown-5m-1789797000,1789797279507,complete,impossible
126102,btc-updown-5m-1789797000,1789797295260,impossible,impossible
127836,btc-updown-5m-1789797600,1789797752481,complete,complete
127896,btc-updown-5m-1789797600,1789797767944,complete,complete
127954,btc-updown-5m-1789797600,1789797783373,complete,impossible
128014,btc-updown-5m-1789797600,1789797798934,complete,impossible
128074,btc-updown-5m-1789797600,1789797814456,reduced,impossible
128134,btc-updown-5m-1789797600,1789797830523,complete,impossible
128190,btc-updown-5m-1789797600,1789797846023,complete,impossible
128244,btc-updown-5m-1789797600,1789797861492,complete,impossible
128304,btc-updown-5m-1789797600,1789797876893,reduced,impossible
128364,btc-updown-5m-1789797600,1789797892218,impossible,impossible
128940,btc-updown-5m-1789797900,1789798046133,reduced,reduced
129000,btc-updown-5m-1789797900,1789798061882,complete,complete
129060,btc-updown-5m-1789797900,1789798077631,complete,reduced
129120,btc-updown-5m-1789797900,1789798093116,complete,impossible
129180,btc-updown-5m-1789797900,1789798108572,complete,impossible
129240,btc-updown-5m-1789797900,1789798124450,complete,impossible
129300,btc-updown-5m-1789797900,1789798140151,complete,reduced
129360,btc-updown-5m-1789797900,1789798155734,complete,impossible
129420,btc-updown-5m-1789797900,1789798171238,complete,impossible
129478,btc-updown-5m-1789797900,1789798186998,impossible,impossible
135578,btc-updown-5m-1789799700,1789799847926,complete,complete
135638,btc-updown-5m-1789799700,1789799863487,complete,reduced
135698,btc-updown-5m-1789799700,1789799878835,complete,reduced
135758,btc-updown-5m-1789799700,1789799894149,complete,impossible
135818,btc-updown-5m-1789799700,1789799909760,reduced,impossible
135878,btc-updown-5m-1789799700,1789799925242,complete,impossible
135938,btc-updown-5m-1789799700,1789799940843,reduced,impossible
136000,btc-updown-5m-1789799700,1789799956335,reduced,impossible
136060,btc-updown-5m-1789799700,1789799971983,reduced,impossible
136120,btc-updown-5m-1789799700,1789799987793,impossible,impossible
138266,btc-updown-5m-1789800300,1789800549654,reduced,reduced
140444,btc-updown-5m-1789800900,1789801147188,complete,complete
141306,btc-updown-5m-1789801200,1789801374657,complete,complete
141368,btc-updown-5m-1789801200,1789801390349,complete,complete
141428,btc-updown-5m-1789801200,1789801406032,complete,complete
141488,btc-updown-5m-1789801200,1789801421779,complete,reduced
141604,btc-updown-5m-1789801200,1789801452262,reduced,impossible
141642,btc-updown-5m-1789801200,1789801482053,complete,reduced
141702,btc-updown-5m-1789801200,1789801497642,impossible,impossible
144434,btc-updown-5m-1789802100,1789802332385,complete,reduced
144494,btc-updown-5m-1789802100,1789802347818,complete,impossible
144554,btc-updown-5m-1789802100,1789802363147,complete,impossible
144612,btc-updown-5m-1789802100,1789802378795,complete,impossible
144670,btc-updown-5m-1789802100,1789802394792,impossible,impossible
147798,btc-updown-5m-1789803000,1789803252089,complete,reduced
147858,btc-updown-5m-1789803000,1789803267765,complete,impossible
147918,btc-updown-5m-1789803000,1789803283589,reduced,impossible
147978,btc-updown-5m-1789803000,1789803298886,impossible,impossible
150046,btc-updown-5m-1789803600,1789803840968,complete,complete
150106,btc-updown-5m-1789803600,1789803856815,reduced,reduced
150166,btc-updown-5m-1789803600,1789803872444,reduced,impossible
150208,btc-updown-5m-1789803600,1789803888167,impossible,impossible
151898,btc-updown-5m-1789804200,1789804338110,complete,complete
151958,btc-updown-5m-1789804200,1789804353466,complete,reduced
152018,btc-updown-5m-1789804200,1789804368957,complete,impossible
152078,btc-updown-5m-1789804200,1789804384627,complete,impossible
152136,btc-updown-5m-1789804200,1789804400479,reduced,impossible
152194,btc-updown-5m-1789804200,1789804415524,reduced,impossible
152254,btc-updown-5m-1789804200,1789804431172,complete,impossible
152314,btc-updown-5m-1789804200,1789804446631,complete,impossible
152376,btc-updown-5m-1789804200,1789804462094,complete,impossible
152430,btc-updown-5m-1789804200,1789804478578,complete,impossible
152486,btc-updown-5m-1789804200,1789804493990,impossible,impossible
153362,btc-updown-5m-1789804500,1789804726919,complete,complete
153422,btc-updown-5m-1789804500,1789804742259,complete,complete
153480,btc-updown-5m-1789804500,1789804757798,complete,reduced
153542,btc-updown-5m-1789804500,1789804773614,complete,impossible
153600,btc-updown-5m-1789804500,1789804789600,impossible,impossible
155176,btc-updown-5m-1789805100,1789805230944,complete,complete
155234,btc-updown-5m-1789805100,1789805246488,complete,reduced
155294,btc-updown-5m-1789805100,1789805262059,complete,impossible
155356,btc-updown-5m-1789805100,1789805277848,complete,impossible
155414,btc-updown-5m-1789805100,1789805293520,reduced,impossible
155476,btc-updown-5m-1789805100,1789805309866,reduced,impossible
155532,btc-updown-5m-1789805100,1789805325030,complete,impossible
155588,btc-updown-5m-1789805100,1789805340133,complete,impossible
155648,btc-updown-5m-1789805100,1789805355649,complete,impossible
155708,btc-updown-5m-1789805100,1789805371101,complete,impossible
155768,btc-updown-5m-1789805100,1789805387103,impossible,impossible
156360,btc-updown-5m-1789805400,1789805542424,complete,complete
156422,btc-updown-5m-1789805400,1789805558224,complete,reduced
156480,btc-updown-5m-1789805400,1789805573854,complete,impossible
156542,btc-updown-5m-1789805400,1789805589819,complete,impossible
156598,btc-updown-5m-1789805400,1789805605838,complete,impossible
156658,btc-updown-5m-1789805400,1789805621581,complete,impossible
156720,btc-updown-5m-1789805400,1789805637244,complete,impossible
156778,btc-updown-5m-1789805400,1789805652998,complete,impossible
156836,btc-updown-5m-1789805400,1789805668006,complete,impossible
156896,btc-updown-5m-1789805400,1789805683472,impossible,impossible
158260,btc-updown-5m-1789806000,1789806077239,complete,complete
158318,btc-updown-5m-1789806000,1789806093481,complete,reduced
158372,btc-updown-5m-1789806000,1789806109665,complete,impossible
158432,btc-updown-5m-1789806000,1789806125455,reduced,impossible
158486,btc-updown-5m-1789806000,1789806140489,complete,impossible
158546,btc-updown-5m-1789806000,1789806156381,complete,impossible
158604,btc-updown-5m-1789806000,1789806171514,complete,impossible
158664,btc-updown-5m-1789806000,1789806187390,reduced,impossible
158718,btc-updown-5m-1789806000,1789806203242,reduced,impossible
158778,btc-updown-5m-1789806000,1789806219152,complete,impossible
162044,btc-updown-5m-1789806900,1789807145187,complete,reduced
162102,btc-updown-5m-1789806900,1789807160877,complete,impossible
162162,btc-updown-5m-1789806900,1789807176399,reduced,impossible
162222,btc-updown-5m-1789806900,1789807192027,impossible,impossible
164320,btc-updown-5m-1789807500,1789807740692,complete,complete
164380,btc-updown-5m-1789807500,1789807756236,complete,reduced
164440,btc-updown-5m-1789807500,1789807772004,reduced,impossible
164500,btc-updown-5m-1789807500,1789807787893,impossible,impossible
